ANNEE,C_REGION,L_REGION,C_DEPT,N_DEPT,C_TYP_REG_DECHET,L_TYP_REG_DECHET,TONNAGE_OMA_T,POPULATION,RATIO_OMA
2009,75,Nouvelle-Aquitaine,17,Charente-Maritime,08A,Ordures ménagères résiduelles,204587.63252,616607,331.795831
2009,75,Nouvelle-Aquitaine,17,Charente-Maritime,08B,"Emballages, journaux-magazines",35957.54983,616607,58.315182
2009,75,Nouvelle-Aquitaine,17,Charente-Maritime,08C,Verre,28796.38723,616607,46.701362
2009,75,Nouvelle-Aquitaine,19,Corrèze,08A,Ordures ménagères résiduelles,74748.88352,243352,307.163629
2009,75,Nouvelle-Aquitaine,19,Corrèze,08B,"Emballages, journaux-magazines",7569.30622,243352,31.104351
2009,75,Nouvelle-Aquitaine,19,Corrèze,08C,Verre,6713.27496,243352,27.586684
2009,75,Nouvelle-Aquitaine,23,Creuse,08A,Ordures ménagères résiduelles,30897.74413,123584,250.014112
2009,75,Nouvelle-Aquitaine,23,Creuse,08B,"Emballages, journaux-magazines",6424.01061,123584,51.980924
2009,75,Nouvelle-Aquitaine,23,Creuse,08C,Verre,4388.44328,123584,35.509801
2009,75,Nouvelle-Aquitaine,24,Dordogne,08A,Ordures ménagères résiduelles,117414.82948,412082,284.93074
2009,75,Nouvelle-Aquitaine,24,Dordogne,08B,"Emballages, journaux-magazines",16880.21906,412082,40.963252
2009,75,Nouvelle-Aquitaine,24,Dordogne,08C,Verre,15216.57393,412082,36.926082
2009,75,Nouvelle-Aquitaine,33,Gironde,08A,Ordures ménagères résiduelles,400971.77246,1434661,279.488863
2009,75,Nouvelle-Aquitaine,33,Gironde,08B,"Emballages, journaux-magazines",77881.09398,1434661,54.285363
2009,75,Nouvelle-Aquitaine,33,Gironde,08C,Verre,42955.53713,1434661,29.941245
2009,75,Nouvelle-Aquitaine,40,Landes,08A,Ordures ménagères résiduelles,131554.13341,379341,346.796506
2009,75,Nouvelle-Aquitaine,40,Landes,08B,"Emballages, journaux-magazines",16119.09486,379341,42.492361
2009,75,Nouvelle-Aquitaine,40,Landes,08C,Verre,12750.43943,379341,33.612078
2009,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,08A,Ordures ménagères résiduelles,95185.43722,329697,288.705803
2009,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,08B,"Emballages, journaux-magazines",15837.55666,329697,48.036702
2009,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,08C,Verre,9484.74982,329697,28.76808
2009,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,08A,Ordures ménagères résiduelles,187179.86919,650356,287.811397
2009,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,08B,"Emballages, journaux-magazines",27935.16965,650356,42.953658
2009,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,08C,Verre,20264.75425,650356,31.159479
2009,75,Nouvelle-Aquitaine,79,Deux-Sèvres,08A,Ordures ménagères résiduelles,77704.42247,366339,212.110702
2009,75,Nouvelle-Aquitaine,79,Deux-Sèvres,08B,"Emballages, journaux-magazines",17688.71308,366339,48.285094
2009,75,Nouvelle-Aquitaine,79,Deux-Sèvres,08C,Verre,13666.97359,366339,37.306903
2009,75,Nouvelle-Aquitaine,79,Deux-Sèvres,08D,Déchets de produits alimentaires,68,366339,0.18562
2009,75,Nouvelle-Aquitaine,86,Vienne,08A,Ordures ménagères résiduelles,99488.28021,426066,233.504387
2009,75,Nouvelle-Aquitaine,86,Vienne,08B,"Emballages, journaux-magazines",20495.59585,426066,48.104274
2009,75,Nouvelle-Aquitaine,86,Vienne,08C,Verre,16808.45877,426066,39.450363
2009,75,Nouvelle-Aquitaine,87,Haute-Vienne,08A,Ordures ménagères résiduelles,93524.66886,374849,249.499582
2009,75,Nouvelle-Aquitaine,87,Haute-Vienne,08B,"Emballages, journaux-magazines",21183.105,374849,56.511035
2009,75,Nouvelle-Aquitaine,87,Haute-Vienne,08C,Verre,11144.74,374849,29.731278
2009,76,Occitanie,09,Ariège,08B,"Emballages, journaux-magazines",6936.9956,151117,45.904799
2009,76,Occitanie,09,Ariège,08C,Verre,4542.38588,151117,30.058735
2011,76,Occitanie,09,Ariège,08A,Ordures ménagères résiduelles,47020.07771,152286,308.761657
2009,76,Occitanie,11,Aude,08A,Ordures ménagères résiduelles,128282.98636,353980,362.401792
2009,76,Occitanie,11,Aude,08B,"Emballages, journaux-magazines",14220.42231,353980,40.172954
2009,76,Occitanie,11,Aude,08C,Verre,10795.22589,353980,30.496711
2009,76,Occitanie,12,Aveyron,08A,Ordures ménagères résiduelles,67132.44812,277048,242.313419
2009,76,Occitanie,12,Aveyron,08B,"Emballages, journaux-magazines",16911.58001,277048,61.042057
2009,76,Occitanie,12,Aveyron,08C,Verre,8428.06002,277048,30.420937
2009,76,Occitanie,30,Gard,08A,Ordures ménagères résiduelles,213229.2056,701883,303.795939
2009,76,Occitanie,30,Gard,08B,"Emballages, journaux-magazines",31843.05947,701883,45.368044
2009,76,Occitanie,30,Gard,08C,Verre,19127.33955,701883,27.251464
2009,76,Occitanie,31,Haute-Garonne,08A,Ordures ménagères résiduelles,351304.4135,1230820,285.423062
2009,76,Occitanie,31,Haute-Garonne,08B,"Emballages, journaux-magazines",53942.18632,1230820,43.826218
2009,76,Occitanie,31,Haute-Garonne,08C,Verre,31545.62412,1230820,25.629762
2009,76,Occitanie,32,Gers,08A,Ordures ménagères résiduelles,48686.72458,187181,260.105056
2009,76,Occitanie,32,Gers,08B,"Emballages, journaux-magazines",8554.6947,187181,45.702794
2009,76,Occitanie,32,Gers,08C,Verre,6469.18431,187181,34.561116
2009,76,Occitanie,34,Hérault,08A,Ordures ménagères résiduelles,356205.55451,1031974,345.169117
2009,76,Occitanie,34,Hérault,08B,"Emballages, journaux-magazines",48849.41439,1031974,47.335896
2009,76,Occitanie,34,Hérault,08C,Verre,27109.42028,1031974,26.269479
2009,76,Occitanie,34,Hérault,08D,Déchets de produits alimentaires,8885,1031974,8.609713
2009,76,Occitanie,46,Lot,08A,Ordures ménagères résiduelles,43547.20178,173562,250.902857
