ANNEE,C_REGION,L_REGION,C_DEPT,N_DEPT,C_TYP_REG_DECHET,L_TYP_REG_DECHET,TONNAGE_DMA_T
2013,44,Grand-Est,55,Meuse,07E,Matériaux recyclables,19612.06944
2013,44,Grand-Est,55,Meuse,07F,Déchets verts et biodéchets,6768.03572
2013,44,Grand-Est,57,Moselle,07A,Ordures ménagères résiduelles,261883.76269
2013,44,Grand-Est,57,Moselle,07B,Déblais et gravats,65923.46277
2013,44,Grand-Est,57,Moselle,07C,Encombrants,65707.30036
2013,44,Grand-Est,57,Moselle,07D,Déchets dangereux (y.c. DEEE),7031.32915
2013,44,Grand-Est,57,Moselle,07E,Matériaux recyclables,134237.37439
2013,44,Grand-Est,57,Moselle,07F,Déchets verts et biodéchets,68561.43767
2013,44,Grand-Est,57,Moselle,07Z,Autres,43.54896
2013,44,Grand-Est,67,Bas-Rhin,07A,Ordures ménagères résiduelles,235667.62368
2013,44,Grand-Est,67,Bas-Rhin,07B,Déblais et gravats,50237.01359
2013,44,Grand-Est,67,Bas-Rhin,07C,Encombrants,56182.58253
2013,44,Grand-Est,67,Bas-Rhin,07D,Déchets dangereux (y.c. DEEE),8351.20817
2013,44,Grand-Est,67,Bas-Rhin,07E,Matériaux recyclables,143179.57637
2013,44,Grand-Est,67,Bas-Rhin,07F,Déchets verts et biodéchets,53509.4355
2013,44,Grand-Est,67,Bas-Rhin,07Z,Autres,8274.72973
2013,44,Grand-Est,68,Haut-Rhin,07A,Ordures ménagères résiduelles,159735.14683
2013,44,Grand-Est,68,Haut-Rhin,07B,Déblais et gravats,44696.6829
2013,44,Grand-Est,68,Haut-Rhin,07C,Encombrants,50129.02712
2013,44,Grand-Est,68,Haut-Rhin,07D,Déchets dangereux (y.c. DEEE),5409.43524
2013,44,Grand-Est,68,Haut-Rhin,07E,Matériaux recyclables,101808.42361
2013,44,Grand-Est,68,Haut-Rhin,07F,Déchets verts et biodéchets,69561.42531
2013,44,Grand-Est,68,Haut-Rhin,07Z,Autres,3248.73715
2013,44,Grand-Est,88,Vosges,07A,Ordures ménagères résiduelles,89693.6681
2013,44,Grand-Est,88,Vosges,07B,Déblais et gravats,14388.20218
2013,44,Grand-Est,88,Vosges,07C,Encombrants,21153.58234
2013,44,Grand-Est,88,Vosges,07D,Déchets dangereux (y.c. DEEE),3577.44862
2013,44,Grand-Est,88,Vosges,07E,Matériaux recyclables,54879.18173
2013,44,Grand-Est,88,Vosges,07F,Déchets verts et biodéchets,22095.7031
2013,44,Grand-Est,88,Vosges,07Z,Autres,28.83003
2013,32,Hauts-de-France,02,Aisne,07A,Ordures ménagères résiduelles,132392.63594
2013,32,Hauts-de-France,02,Aisne,07B,Déblais et gravats,25729.216
2013,32,Hauts-de-France,02,Aisne,07C,Encombrants,39765.24531
2013,32,Hauts-de-France,02,Aisne,07D,Déchets dangereux (y.c. DEEE),4017.69499
2013,32,Hauts-de-France,02,Aisne,07E,Matériaux recyclables,65018.3129
2013,32,Hauts-de-France,02,Aisne,07F,Déchets verts et biodéchets,39788.17895
2013,32,Hauts-de-France,02,Aisne,07Z,Autres,677.65431
2013,32,Hauts-de-France,59,Nord,07A,Ordures ménagères résiduelles,650803.79574
2013,32,Hauts-de-France,59,Nord,07B,Déblais et gravats,196698.32296
2013,32,Hauts-de-France,59,Nord,07C,Encombrants,167807.04935
2013,32,Hauts-de-France,59,Nord,07D,Déchets dangereux (y.c. DEEE),15282.74072
2013,32,Hauts-de-France,59,Nord,07E,Matériaux recyclables,324611.99661
2013,32,Hauts-de-France,59,Nord,07F,Déchets verts et biodéchets,206751.34641
2013,32,Hauts-de-France,59,Nord,07Z,Autres,181.02211
2013,32,Hauts-de-France,60,Oise,07A,Ordures ménagères résiduelles,212453.02
2013,32,Hauts-de-France,60,Oise,07B,Déblais et gravats,46148.7
2013,32,Hauts-de-France,60,Oise,07C,Encombrants,63357.91
2013,32,Hauts-de-France,60,Oise,07D,Déchets dangereux (y.c. DEEE),6377.61998
2013,32,Hauts-de-France,60,Oise,07E,Matériaux recyclables,88098.03002
2013,32,Hauts-de-France,60,Oise,07F,Déchets verts et biodéchets,81529.39999
2013,32,Hauts-de-France,60,Oise,07Z,Autres,3.61
2013,32,Hauts-de-France,62,Pas-de-Calais,07A,Ordures ménagères résiduelles,417564.43148
2013,32,Hauts-de-France,62,Pas-de-Calais,07B,Déblais et gravats,92292.17586
2013,32,Hauts-de-France,62,Pas-de-Calais,07C,Encombrants,92915.22838
2013,32,Hauts-de-France,62,Pas-de-Calais,07D,Déchets dangereux (y.c. DEEE),9350.01654
2013,32,Hauts-de-France,62,Pas-de-Calais,07E,Matériaux recyclables,196141.28967
2013,32,Hauts-de-France,62,Pas-de-Calais,07F,Déchets verts et biodéchets,167700.60093
2013,32,Hauts-de-France,62,Pas-de-Calais,07Z,Autres,79.34768
2013,32,Hauts-de-France,80,Somme,07A,Ordures ménagères résiduelles,158717.1106
2013,32,Hauts-de-France,80,Somme,07B,Déblais et gravats,31911.09376
2013,32,Hauts-de-France,80,Somme,07C,Encombrants,43990.58213
2013,32,Hauts-de-France,80,Somme,07D,Déchets dangereux (y.c. DEEE),2566.89095
2013,32,Hauts-de-France,80,Somme,07E,Matériaux recyclables,57596.62547
2013,32,Hauts-de-France,80,Somme,07F,Déchets verts et biodéchets,51412.81416
2013,32,Hauts-de-France,80,Somme,07Z,Autres,5.24424
2013,11,Ile-de-France,75,Paris,07A,Ordures ménagères résiduelles,803409
2013,11,Ile-de-France,75,Paris,07B,Déblais et gravats,3478.19499
2013,11,Ile-de-France,75,Paris,07C,Encombrants,87521.02276
2013,11,Ile-de-France,75,Paris,07D,Déchets dangereux (y.c. DEEE),427.80752
2013,11,Ile-de-France,75,Paris,07E,Matériaux recyclables,148303.99286
2013,11,Ile-de-France,75,Paris,07F,Déchets verts et biodéchets,150.78102
2013,11,Ile-de-France,75,Paris,07Z,Autres,4013.46762
2013,11,Ile-de-France,77,Seine-et-Marne,07A,Ordures ménagères résiduelles,395256.66196
2013,11,Ile-de-France,77,Seine-et-Marne,07B,Déblais et gravats,56990.1235
2013,11,Ile-de-France,77,Seine-et-Marne,07C,Encombrants,96490.33414
2013,11,Ile-de-France,77,Seine-et-Marne,07D,Déchets dangereux (y.c. DEEE),5835.1725
2013,11,Ile-de-France,77,Seine-et-Marne,07E,Matériaux recyclables,94308.93542
2013,11,Ile-de-France,77,Seine-et-Marne,07F,Déchets verts et biodéchets,85715.86083
2013,11,Ile-de-France,77,Seine-et-Marne,07Z,Autres,1972.05358
2013,11,Ile-de-France,78,Yvelines,07A,Ordures ménagères résiduelles,361262.84728
2013,11,Ile-de-France,78,Yvelines,07B,Déblais et gravats,42050.50467
2013,11,Ile-de-France,78,Yvelines,07C,Encombrants,55606.4319
2013,11,Ile-de-France,78,Yvelines,07D,Déchets dangereux (y.c. DEEE),4172.39634
2013,11,Ile-de-France,78,Yvelines,07E,Matériaux recyclables,105913.81147
2013,11,Ile-de-France,78,Yvelines,07F,Déchets verts et biodéchets,80247.62319
2013,11,Ile-de-France,78,Yvelines,07Z,Autres,18906.08743
2013,11,Ile-de-France,91,Essonne,07A,Ordures ménagères résiduelles,322783.14926
2013,11,Ile-de-France,91,Essonne,07B,Déblais et gravats,39518.04815
2013,11,Ile-de-France,91,Essonne,07C,Encombrants,80063.21918
2013,11,Ile-de-France,91,Essonne,07D,Déchets dangereux (y.c. DEEE),3795.41443
2013,11,Ile-de-France,91,Essonne,07E,Matériaux recyclables,93274.45813
2013,11,Ile-de-France,91,Essonne,07F,Déchets verts et biodéchets,87584.70049
2013,11,Ile-de-France,91,Essonne,07Z,Autres,7562.36124
2013,11,Ile-de-France,92,Hauts-de-seine,07A,Ordures ménagères résiduelles,442632.65464
2013,11,Ile-de-France,92,Hauts-de-seine,07B,Déblais et gravats,13757.74057
2013,11,Ile-de-France,92,Hauts-de-seine,07C,Encombrants,39194.15953
2013,11,Ile-de-France,92,Hauts-de-seine,07D,Déchets dangereux (y.c. DEEE),1573.05251
2013,11,Ile-de-France,92,Hauts-de-seine,07E,Matériaux recyclables,87356.1027
2013,11,Ile-de-France,92,Hauts-de-seine,07F,Déchets verts et biodéchets,12126.12199
2013,11,Ile-de-France,92,Hauts-de-seine,07Z,Autres,32985.8538
2013,11,Ile-de-France,93,Seine-Saint-Denis,07A,Ordures ménagères résiduelles,500226.4871
2013,11,Ile-de-France,93,Seine-Saint-Denis,07B,Déblais et gravats,38471.43246
2013,11,Ile-de-France,93,Seine-Saint-Denis,07C,Encombrants,73392.08699
2013,11,Ile-de-France,93,Seine-Saint-Denis,07D,Déchets dangereux (y.c. DEEE),1731.38604
2013,11,Ile-de-France,93,Seine-Saint-Denis,07E,Matériaux recyclables,63190.86479
2013,11,Ile-de-France,93,Seine-Saint-Denis,07F,Déchets verts et biodéchets,19646.24116
2013,11,Ile-de-France,93,Seine-Saint-Denis,07Z,Autres,18516.29891
2013,11,Ile-de-France,94,Val-de-Marne,07A,Ordures ménagères résiduelles,370453.41329
2013,11,Ile-de-France,94,Val-de-Marne,07B,Déblais et gravats,18504.31858
2013,11,Ile-de-France,94,Val-de-Marne,07C,Encombrants,56254.69249
2013,11,Ile-de-France,94,Val-de-Marne,07D,Déchets dangereux (y.c. DEEE),1652.71883
2013,11,Ile-de-France,94,Val-de-Marne,07E,Matériaux recyclables,72542.96425
2013,11,Ile-de-France,94,Val-de-Marne,07F,Déchets verts et biodéchets,25694.31599
2013,11,Ile-de-France,94,Val-de-Marne,07Z,Autres,6226.79539
2013,11,Ile-de-France,95,Val-d'Oise,07A,Ordures ménagères résiduelles,349444.98805
2013,11,Ile-de-France,95,Val-d'Oise,07B,Déblais et gravats,38426.65176
2013,11,Ile-de-France,95,Val-d'Oise,07C,Encombrants,63479.8947
2013,11,Ile-de-France,95,Val-d'Oise,07D,Déchets dangereux (y.c. DEEE),3295.9731
2013,11,Ile-de-France,95,Val-d'Oise,07E,Matériaux recyclables,71647.90344
2013,11,Ile-de-France,95,Val-d'Oise,07F,Déchets verts et biodéchets,45905.38405
2013,11,Ile-de-France,95,Val-d'Oise,07Z,Autres,16871.73594
2013,28,Normandie,14,Calvados,07A,Ordures ménagères résiduelles,189068.63307
2013,28,Normandie,14,Calvados,07B,Déblais et gravats,56527.85261
2013,28,Normandie,14,Calvados,07C,Encombrants,53503.19051
2013,28,Normandie,14,Calvados,07D,Déchets dangereux (y.c. DEEE),5124.70295
2013,28,Normandie,14,Calvados,07E,Matériaux recyclables,82924.44306
2013,28,Normandie,14,Calvados,07F,Déchets verts et biodéchets,94971.21905
2013,28,Normandie,14,Calvados,07Z,Autres,30.94285
2013,28,Normandie,27,Eure,07A,Ordures ménagères résiduelles,158313.78091
2013,28,Normandie,27,Eure,07B,Déblais et gravats,43101.27097
2013,28,Normandie,27,Eure,07C,Encombrants,41155.93704
2013,28,Normandie,27,Eure,07D,Déchets dangereux (y.c. DEEE),5205.69224
2013,28,Normandie,27,Eure,07E,Matériaux recyclables,64612.55351
2013,28,Normandie,27,Eure,07F,Déchets verts et biodéchets,91222.72886
2013,28,Normandie,27,Eure,07Z,Autres,2.566
2013,28,Normandie,50,Manche,07A,Ordures ménagères résiduelles,116635.23734
2013,28,Normandie,50,Manche,07B,Déblais et gravats,29993.22001
2013,28,Normandie,50,Manche,07C,Encombrants,39061.351
2013,28,Normandie,50,Manche,07D,Déchets dangereux (y.c. DEEE),3967.583
2013,28,Normandie,50,Manche,07E,Matériaux recyclables,71647.18502
2013,28,Normandie,50,Manche,07F,Déchets verts et biodéchets,65451.41
2013,28,Normandie,50,Manche,07Z,Autres,453.396
2013,28,Normandie,61,Orne,07A,Ordures ménagères résiduelles,72201.38701
2013,28,Normandie,61,Orne,07B,Déblais et gravats,15390.27253
2013,28,Normandie,61,Orne,07C,Encombrants,22908.6769
2013,28,Normandie,61,Orne,07D,Déchets dangereux (y.c. DEEE),2535.49841
2013,28,Normandie,61,Orne,07E,Matériaux recyclables,31722.73121
2013,28,Normandie,61,Orne,07F,Déchets verts et biodéchets,32864.54763
2013,28,Normandie,61,Orne,07Z,Autres,7.37611
2013,28,Normandie,76,Seine-Maritime,07A,Ordures ménagères résiduelles,355628.69964
2013,28,Normandie,76,Seine-Maritime,07B,Déblais et gravats,76608.34119
2013,28,Normandie,76,Seine-Maritime,07C,Encombrants,112203.33237
2013,28,Normandie,76,Seine-Maritime,07D,Déchets dangereux (y.c. DEEE),8682.80834
2013,28,Normandie,76,Seine-Maritime,07E,Matériaux recyclables,113702.8323
2013,28,Normandie,76,Seine-Maritime,07F,Déchets verts et biodéchets,166246.98788
2013,28,Normandie,76,Seine-Maritime,07Z,Autres,223.21797
2013,75,Nouvelle-Aquitaine,16,Charente,07A,Ordures ménagères résiduelles,74412.78
2013,75,Nouvelle-Aquitaine,16,Charente,07B,Déblais et gravats,24938.11
2013,75,Nouvelle-Aquitaine,16,Charente,07C,Encombrants,17988.49
2013,75,Nouvelle-Aquitaine,16,Charente,07D,Déchets dangereux (y.c. DEEE),3884.43
2013,75,Nouvelle-Aquitaine,16,Charente,07E,Matériaux recyclables,49583.05
2013,75,Nouvelle-Aquitaine,16,Charente,07F,Déchets verts et biodéchets,33325.32
2013,75,Nouvelle-Aquitaine,16,Charente,07Z,Autres,65.31
2013,75,Nouvelle-Aquitaine,17,Charente-Maritime,07A,Ordures ménagères résiduelles,183498.4
2013,75,Nouvelle-Aquitaine,17,Charente-Maritime,07B,Déblais et gravats,43449.09
2013,75,Nouvelle-Aquitaine,17,Charente-Maritime,07C,Encombrants,47268.53
2013,75,Nouvelle-Aquitaine,17,Charente-Maritime,07D,Déchets dangereux (y.c. DEEE),6216.66
2013,75,Nouvelle-Aquitaine,17,Charente-Maritime,07E,Matériaux recyclables,94800.28
2013,75,Nouvelle-Aquitaine,17,Charente-Maritime,07F,Déchets verts et biodéchets,75488.81
2013,75,Nouvelle-Aquitaine,17,Charente-Maritime,07Z,Autres,38.6
2013,75,Nouvelle-Aquitaine,19,Corrèze,07A,Ordures ménagères résiduelles,61135.54776
2013,75,Nouvelle-Aquitaine,19,Corrèze,07B,Déblais et gravats,6378.69652
2013,75,Nouvelle-Aquitaine,19,Corrèze,07C,Encombrants,14132.12567
2013,75,Nouvelle-Aquitaine,19,Corrèze,07D,Déchets dangereux (y.c. DEEE),816.29721
2013,75,Nouvelle-Aquitaine,19,Corrèze,07E,Matériaux recyclables,23362.05145
2013,75,Nouvelle-Aquitaine,19,Corrèze,07F,Déchets verts et biodéchets,12792.79294
2013,75,Nouvelle-Aquitaine,23,Creuse,07A,Ordures ménagères résiduelles,29101.671
2013,75,Nouvelle-Aquitaine,23,Creuse,07B,Déblais et gravats,2770.76726
2013,75,Nouvelle-Aquitaine,23,Creuse,07C,Encombrants,6072.81437
2013,75,Nouvelle-Aquitaine,23,Creuse,07D,Déchets dangereux (y.c. DEEE),1008.63968
2013,75,Nouvelle-Aquitaine,23,Creuse,07E,Matériaux recyclables,14231.12502
2013,75,Nouvelle-Aquitaine,23,Creuse,07F,Déchets verts et biodéchets,6473.66254
2013,75,Nouvelle-Aquitaine,23,Creuse,07Z,Autres,3.477
2013,75,Nouvelle-Aquitaine,24,Dordogne,07A,Ordures ménagères résiduelles,104547.11011
2013,75,Nouvelle-Aquitaine,24,Dordogne,07B,Déblais et gravats,20407.5606
2013,75,Nouvelle-Aquitaine,24,Dordogne,07C,Encombrants,19655.62804
2013,75,Nouvelle-Aquitaine,24,Dordogne,07D,Déchets dangereux (y.c. DEEE),2992.65839
2013,75,Nouvelle-Aquitaine,24,Dordogne,07E,Matériaux recyclables,55665.41587
2013,75,Nouvelle-Aquitaine,24,Dordogne,07F,Déchets verts et biodéchets,27535.40388
2013,75,Nouvelle-Aquitaine,24,Dordogne,07Z,Autres,56.34028
2013,75,Nouvelle-Aquitaine,33,Gironde,07A,Ordures ménagères résiduelles,369169.39829
2013,75,Nouvelle-Aquitaine,33,Gironde,07B,Déblais et gravats,78642.65179
2013,75,Nouvelle-Aquitaine,33,Gironde,07C,Encombrants,85444.81943
2013,75,Nouvelle-Aquitaine,33,Gironde,07D,Déchets dangereux (y.c. DEEE),7082.07637
2013,75,Nouvelle-Aquitaine,33,Gironde,07E,Matériaux recyclables,189899.81697
2013,75,Nouvelle-Aquitaine,33,Gironde,07F,Déchets verts et biodéchets,154924.14706
2013,75,Nouvelle-Aquitaine,33,Gironde,07Z,Autres,10117.13371
2013,75,Nouvelle-Aquitaine,40,Landes,07A,Ordures ménagères résiduelles,122977.4424
2013,75,Nouvelle-Aquitaine,40,Landes,07B,Déblais et gravats,83582.77239
2013,75,Nouvelle-Aquitaine,40,Landes,07C,Encombrants,25317.87254
2013,75,Nouvelle-Aquitaine,40,Landes,07D,Déchets dangereux (y.c. DEEE),3751.62901
2013,75,Nouvelle-Aquitaine,40,Landes,07E,Matériaux recyclables,57471.1798
2013,75,Nouvelle-Aquitaine,40,Landes,07F,Déchets verts et biodéchets,90348.03629
2013,75,Nouvelle-Aquitaine,40,Landes,07Z,Autres,37.24332
2013,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07A,Ordures ménagères résiduelles,87187.67663
2013,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07B,Déblais et gravats,18174.65901
2013,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07C,Encombrants,17698.30538
2013,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07D,Déchets dangereux (y.c. DEEE),2567.90705
2013,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07E,Matériaux recyclables,36271.13304
2013,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07F,Déchets verts et biodéchets,31303.39891
2013,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,07Z,Autres,14.29253
2013,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07A,Ordures ménagères résiduelles,173909.83691
2013,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07B,Déblais et gravats,33737.80657
2013,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07C,Encombrants,32916.83412
2013,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07D,Déchets dangereux (y.c. DEEE),4394.29423
2013,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07E,Matériaux recyclables,81765.26635
2013,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07F,Déchets verts et biodéchets,63061.12449
2013,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,07Z,Autres,39.60433
2013,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07A,Ordures ménagères résiduelles,73638.75
2013,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07B,Déblais et gravats,23268.49
2013,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07C,Encombrants,16962.82351
2013,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07D,Déchets dangereux (y.c. DEEE),2954.98907
2013,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07E,Matériaux recyclables,46648.23687
2013,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07F,Déchets verts et biodéchets,48447.32841
2013,75,Nouvelle-Aquitaine,79,Deux-Sèvres,07Z,Autres,41.4694
2013,75,Nouvelle-Aquitaine,86,Vienne,07A,Ordures ménagères résiduelles,93064.8
2013,75,Nouvelle-Aquitaine,86,Vienne,07B,Déblais et gravats,24218.96
2013,75,Nouvelle-Aquitaine,86,Vienne,07C,Encombrants,28505.43
2013,75,Nouvelle-Aquitaine,86,Vienne,07D,Déchets dangereux (y.c. DEEE),2872.4
2013,75,Nouvelle-Aquitaine,86,Vienne,07E,Matériaux recyclables,50475.13
2013,75,Nouvelle-Aquitaine,86,Vienne,07F,Déchets verts et biodéchets,44116.89
2013,75,Nouvelle-Aquitaine,86,Vienne,07Z,Autres,12.87
2013,75,Nouvelle-Aquitaine,87,Haute-Vienne,07A,Ordures ménagères résiduelles,87903.54227
2013,75,Nouvelle-Aquitaine,87,Haute-Vienne,07B,Déblais et gravats,11619.17
2013,75,Nouvelle-Aquitaine,87,Haute-Vienne,07C,Encombrants,17374.952
2013,75,Nouvelle-Aquitaine,87,Haute-Vienne,07D,Déchets dangereux (y.c. DEEE),2441.59801
2013,75,Nouvelle-Aquitaine,87,Haute-Vienne,07E,Matériaux recyclables,41089.59999
2013,75,Nouvelle-Aquitaine,87,Haute-Vienne,07F,Déchets verts et biodéchets,27132.8
2013,75,Nouvelle-Aquitaine,87,Haute-Vienne,07Z,Autres,9.66
2013,76,Occitanie,09,Ariège,07A,Ordures ménagères résiduelles,45725.99632
2013,76,Occitanie,09,Ariège,07B,Déblais et gravats,7653.361
2013,76,Occitanie,09,Ariège,07C,Encombrants,9402.29242
2013,76,Occitanie,09,Ariège,07D,Déchets dangereux (y.c. DEEE),1465.49
2013,76,Occitanie,09,Ariège,07E,Matériaux recyclables,18970.52515
2013,76,Occitanie,09,Ariège,07F,Déchets verts et biodéchets,18349.16
2013,76,Occitanie,09,Ariège,07Z,Autres,603.341
2013,76,Occitanie,11,Aude,07A,Ordures ménagères résiduelles,129901.34137
2013,76,Occitanie,11,Aude,07B,Déblais et gravats,24124.04458
2013,76,Occitanie,11,Aude,07C,Encombrants,26816.7676
2013,76,Occitanie,11,Aude,07D,Déchets dangereux (y.c. DEEE),1318.55063
2013,76,Occitanie,11,Aude,07E,Matériaux recyclables,40056.9785
2013,76,Occitanie,11,Aude,07F,Déchets verts et biodéchets,23245.44278
2013,76,Occitanie,11,Aude,07Z,Autres,170.48159
2013,76,Occitanie,12,Aveyron,07A,Ordures ménagères résiduelles,62816.37291
2013,76,Occitanie,12,Aveyron,07B,Déblais et gravats,8487.09
2013,76,Occitanie,12,Aveyron,07C,Encombrants,13135.96001
2013,76,Occitanie,12,Aveyron,07D,Déchets dangereux (y.c. DEEE),2267.358
2013,76,Occitanie,12,Aveyron,07E,Matériaux recyclables,32811.19355
2013,76,Occitanie,12,Aveyron,07F,Déchets verts et biodéchets,16380.62
2013,76,Occitanie,12,Aveyron,07Z,Autres,180.712
2013,76,Occitanie,30,Gard,07A,Ordures ménagères résiduelles,209073.08001
2013,76,Occitanie,30,Gard,07B,Déblais et gravats,77214.07156
2013,76,Occitanie,30,Gard,07C,Encombrants,37790.44434
2013,76,Occitanie,30,Gard,07D,Déchets dangereux (y.c. DEEE),3224.09441
2013,76,Occitanie,30,Gard,07E,Matériaux recyclables,81211.66405
2013,76,Occitanie,30,Gard,07F,Déchets verts et biodéchets,51034.96291
2013,76,Occitanie,30,Gard,07Z,Autres,11.893
2013,76,Occitanie,31,Haute-Garonne,07A,Ordures ménagères résiduelles,354758.11585
2013,76,Occitanie,31,Haute-Garonne,07B,Déblais et gravats,41908.5074
2013,76,Occitanie,31,Haute-Garonne,07C,Encombrants,37854.07072
2013,76,Occitanie,31,Haute-Garonne,07D,Déchets dangereux (y.c. DEEE),4403.56358
2013,76,Occitanie,31,Haute-Garonne,07E,Matériaux recyclables,117879.50227
2013,76,Occitanie,31,Haute-Garonne,07F,Déchets verts et biodéchets,62042.67739
2013,76,Occitanie,31,Haute-Garonne,07Z,Autres,2030.74116
2013,76,Occitanie,32,Gers,07A,Ordures ménagères résiduelles,45880.3002
2013,76,Occitanie,32,Gers,07B,Déblais et gravats,14129.92053
2013,76,Occitanie,32,Gers,07C,Encombrants,9676.70865
2013,76,Occitanie,32,Gers,07D,Déchets dangereux (y.c. DEEE),1882.72196
2013,76,Occitanie,32,Gers,07E,Matériaux recyclables,23359.28789
2013,76,Occitanie,32,Gers,07F,Déchets verts et biodéchets,11111.42312
2013,76,Occitanie,32,Gers,07Z,Autres,9.83801
2013,76,Occitanie,34,Hérault,07A,Ordures ménagères résiduelles,339976.53192
2013,76,Occitanie,34,Hérault,07B,Déblais et gravats,103343.13074
2013,76,Occitanie,34,Hérault,07C,Encombrants,87313.59106
2013,76,Occitanie,34,Hérault,07D,Déchets dangereux (y.c. DEEE),4723.93714
2013,76,Occitanie,34,Hérault,07E,Matériaux recyclables,149515.31992
2013,76,Occitanie,34,Hérault,07F,Déchets verts et biodéchets,83573.29216
2013,76,Occitanie,34,Hérault,07Z,Autres,37.90377
2013,76,Occitanie,46,Lot,07A,Ordures ménagères résiduelles,40946.17832
2013,76,Occitanie,46,Lot,07B,Déblais et gravats,13186.09882
2013,76,Occitanie,46,Lot,07C,Encombrants,12647.29183
2013,76,Occitanie,46,Lot,07D,Déchets dangereux (y.c. DEEE),2208.62146
2013,76,Occitanie,46,Lot,07E,Matériaux recyclables,26533.97736
2013,76,Occitanie,46,Lot,07F,Déchets verts et biodéchets,13583.14595
2013,76,Occitanie,46,Lot,07Z,Autres,29.94446
2013,76,Occitanie,48,Lozère,07A,Ordures ménagères résiduelles,21414.67721
2013,76,Occitanie,48,Lozère,07B,Déblais et gravats,112.51103
2013,76,Occitanie,48,Lozère,07C,Encombrants,4985.33122
2013,76,Occitanie,48,Lozère,07D,Déchets dangereux (y.c. DEEE),841.0337
2013,76,Occitanie,48,Lozère,07E,Matériaux recyclables,9107.46015
2013,76,Occitanie,48,Lozère,07F,Déchets verts et biodéchets,1431.02001
2013,76,Occitanie,48,Lozère,07Z,Autres,5.53699
2013,76,Occitanie,65,Hautes-Pyrénées,07A,Ordures ménagères résiduelles,70191.26833
2013,76,Occitanie,65,Hautes-Pyrénées,07B,Déblais et gravats,16269.12074
2013,76,Occitanie,65,Hautes-Pyrénées,07C,Encombrants,10854.15214
2013,76,Occitanie,65,Hautes-Pyrénées,07D,Déchets dangereux (y.c. DEEE),1232.55768
2013,76,Occitanie,65,Hautes-Pyrénées,07E,Matériaux recyclables,23663.26258
2013,76,Occitanie,65,Hautes-Pyrénées,07F,Déchets verts et biodéchets,13706.67179
2013,76,Occitanie,65,Hautes-Pyrénées,07Z,Autres,1079.23764
2013,76,Occitanie,66,Pyrénées-Orientales,07A,Ordures ménagères résiduelles,165511.09754
2013,76,Occitanie,66,Pyrénées-Orientales,07B,Déblais et gravats,35656.39001
2013,76,Occitanie,66,Pyrénées-Orientales,07C,Encombrants,35724.4601
2013,76,Occitanie,66,Pyrénées-Orientales,07D,Déchets dangereux (y.c. DEEE),1606.647
2013,76,Occitanie,66,Pyrénées-Orientales,07E,Matériaux recyclables,61315.07668
2013,76,Occitanie,66,Pyrénées-Orientales,07F,Déchets verts et biodéchets,33899.15134
2013,76,Occitanie,66,Pyrénées-Orientales,07Z,Autres,25.47
2013,76,Occitanie,81,Tarn,07A,Ordures ménagères résiduelles,93135.88716
2013,76,Occitanie,81,Tarn,07B,Déblais et gravats,23250.67691
2013,76,Occitanie,81,Tarn,07C,Encombrants,17871.84083
2013,76,Occitanie,81,Tarn,07D,Déchets dangereux (y.c. DEEE),3800.72659
2013,76,Occitanie,81,Tarn,07E,Matériaux recyclables,46912.32466
2013,76,Occitanie,81,Tarn,07F,Déchets verts et biodéchets,20819.85961
2013,76,Occitanie,81,Tarn,07Z,Autres,16.70243
2013,76,Occitanie,82,Tarn-et-Garonne,07A,Ordures ménagères résiduelles,64067.16434
2013,76,Occitanie,82,Tarn-et-Garonne,07B,Déblais et gravats,10010.1396
2013,76,Occitanie,82,Tarn-et-Garonne,07C,Encombrants,12056.2203
2013,76,Occitanie,82,Tarn-et-Garonne,07D,Déchets dangereux (y.c. DEEE),1651.1962
2013,76,Occitanie,82,Tarn-et-Garonne,07E,Matériaux recyclables,26955.58079
2013,76,Occitanie,82,Tarn-et-Garonne,07F,Déchets verts et biodéchets,11974.84053
2013,76,Occitanie,82,Tarn-et-Garonne,07Z,Autres,10.74779
2013,93,PACA,04,Alpes-de-Haute-Provence,07A,Ordures ménagères résiduelles,60178.41578
