ANNEE,C_REGION,L_REGION,C_DEPT,N_DEPT,C_TYP_REG_DECHET,L_TYP_REG_DECHET,TONNAGE_DMA_T
2009,84,Auvergne-Rhône-Alpes,01,Ain,07A,Ordures ménagères résiduelles,134208.6846
2009,84,Auvergne-Rhône-Alpes,01,Ain,07B,Déblais et gravats,37592.70522
2009,84,Auvergne-Rhône-Alpes,01,Ain,07C,Encombrants,34961.89431
2009,84,Auvergne-Rhône-Alpes,01,Ain,07D,Déchets dangereux (y.c. DEEE),4727.99915
2009,84,Auvergne-Rhône-Alpes,01,Ain,07E,Matériaux recyclables,68074.70009
2009,84,Auvergne-Rhône-Alpes,01,Ain,07F,Déchets verts et biodéchets,45013.01204
2009,84,Auvergne-Rhône-Alpes,01,Ain,07Z,Autres,79.25858
2009,84,Auvergne-Rhône-Alpes,03,Allier,07A,Ordures ménagères résiduelles,105182.36693
2009,84,Auvergne-Rhône-Alpes,03,Allier,07B,Déblais et gravats,14373.5582
2009,84,Auvergne-Rhône-Alpes,03,Allier,07C,Encombrants,12409.22294
2009,84,Auvergne-Rhône-Alpes,03,Allier,07D,Déchets dangereux (y.c. DEEE),1866.62362
2009,84,Auvergne-Rhône-Alpes,03,Allier,07E,Matériaux recyclables,33625.77785
2009,84,Auvergne-Rhône-Alpes,03,Allier,07F,Déchets verts et biodéchets,19239.36126
2009,84,Auvergne-Rhône-Alpes,03,Allier,07Z,Autres,0.35182
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07A,Ordures ménagères résiduelles,89088.4246
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07B,Déblais et gravats,14248.80078
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07C,Encombrants,16588.35051
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07D,Déchets dangereux (y.c. DEEE),1188.18886
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07E,Matériaux recyclables,34455.21834
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07F,Déchets verts et biodéchets,10081.93883
2009,84,Auvergne-Rhône-Alpes,07,Ardèche,07Z,Autres,34.4896
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07A,Ordures ménagères résiduelles,56636.91714
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07B,Déblais et gravats,2840.00001
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07C,Encombrants,4383.53851
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07D,Déchets dangereux (y.c. DEEE),278.46266
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07E,Matériaux recyclables,13336.01979
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07F,Déchets verts et biodéchets,5966.75944
2009,84,Auvergne-Rhône-Alpes,15,Cantal,07Z,Autres,4.6667
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07A,Ordures ménagères résiduelles,131079.42563
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07B,Déblais et gravats,33089.00443
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07C,Encombrants,27808.53158
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07D,Déchets dangereux (y.c. DEEE),2928.39843
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07E,Matériaux recyclables,51204.59908
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07F,Déchets verts et biodéchets,28667.12768
2009,84,Auvergne-Rhône-Alpes,26,Drôme,07Z,Autres,3.20263
2009,84,Auvergne-Rhône-Alpes,38,Isère,07A,Ordures ménagères résiduelles,292381.38884
2009,84,Auvergne-Rhône-Alpes,38,Isère,07B,Déblais et gravats,119115.22765
2009,84,Auvergne-Rhône-Alpes,38,Isère,07C,Encombrants,88555.29482
2009,84,Auvergne-Rhône-Alpes,38,Isère,07D,Déchets dangereux (y.c. DEEE),8117.13361
2009,84,Auvergne-Rhône-Alpes,38,Isère,07E,Matériaux recyclables,147954.51854
2009,84,Auvergne-Rhône-Alpes,38,Isère,07F,Déchets verts et biodéchets,107661.19113
2009,84,Auvergne-Rhône-Alpes,38,Isère,07Z,Autres,4100.445
2009,84,Auvergne-Rhône-Alpes,42,Loire,07A,Ordures ménagères résiduelles,204364.35103
2009,84,Auvergne-Rhône-Alpes,42,Loire,07B,Déblais et gravats,38898.94679
2009,84,Auvergne-Rhône-Alpes,42,Loire,07C,Encombrants,37981.29663
2009,84,Auvergne-Rhône-Alpes,42,Loire,07D,Déchets dangereux (y.c. DEEE),4349.67507
2009,84,Auvergne-Rhône-Alpes,42,Loire,07E,Matériaux recyclables,68882.22203
2009,84,Auvergne-Rhône-Alpes,42,Loire,07F,Déchets verts et biodéchets,46272.46003
2009,84,Auvergne-Rhône-Alpes,42,Loire,07Z,Autres,9.77179
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07A,Ordures ménagères résiduelles,57687.52278
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07B,Déblais et gravats,7596.2858
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07C,Encombrants,6827.10521
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07D,Déchets dangereux (y.c. DEEE),927.5847
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07E,Matériaux recyclables,21145.19364
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07F,Déchets verts et biodéchets,7244.66552
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,07Z,Autres,0.60464
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07A,Ordures ménagères résiduelles,158708.50937
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07B,Déblais et gravats,27914.62852
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07C,Encombrants,31380.64761
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07D,Déchets dangereux (y.c. DEEE),8465.94896
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07E,Matériaux recyclables,74777.62665
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07F,Déchets verts et biodéchets,56743.97478
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,07Z,Autres,7124.4
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07A,Ordures ménagères résiduelles,415659.05002
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07B,Déblais et gravats,51122.16748
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07C,Encombrants,50875.07676
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07D,Déchets dangereux (y.c. DEEE),9222.01622
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07E,Matériaux recyclables,165123.03842
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07F,Déchets verts et biodéchets,56066.66068
2009,84,Auvergne-Rhône-Alpes,69,Rhône,07Z,Autres,1.76
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07A,Ordures ménagères résiduelles,137352.81451
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07B,Déblais et gravats,33215.70353
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07C,Encombrants,23468.97575
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07D,Déchets dangereux (y.c. DEEE),4930.10597
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07E,Matériaux recyclables,70026.22309
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07F,Déchets verts et biodéchets,33747.0387
2009,84,Auvergne-Rhône-Alpes,73,Savoie,07Z,Autres,40.58498
2009,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,07A,Ordures ménagères résiduelles,235445.41012
2009,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,07B,Déblais et gravats,37543.61998
2009,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,07C,Encombrants,40155.21361
2009,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,07D,Déchets dangereux (y.c. DEEE),3642.53847
2009,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,07E,Matériaux recyclables,104895.33696
2009,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,07F,Déchets verts et biodéchets,54486.62
2009,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,07Z,Autres,91.31
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,07A,Ordures ménagères résiduelles,138368.39282
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,07B,Déblais et gravats,33658.28598
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,07C,Encombrants,26757.30474
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,07D,Déchets dangereux (y.c. DEEE),3961.91903
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,07E,Matériaux recyclables,64086.69058
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,07F,Déchets verts et biodéchets,38299.37088
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,07Z,Autres,119.99271
2009,27,Bourgogne-Franche-Comté,25,Doubs,07A,Ordures ménagères résiduelles,136451.31853
2009,27,Bourgogne-Franche-Comté,25,Doubs,07B,Déblais et gravats,16417.75119
2009,27,Bourgogne-Franche-Comté,25,Doubs,07C,Encombrants,30066.49457
2009,27,Bourgogne-Franche-Comté,25,Doubs,07D,Déchets dangereux (y.c. DEEE),7612.07637
2009,27,Bourgogne-Franche-Comté,25,Doubs,07E,Matériaux recyclables,67874.12326
2009,27,Bourgogne-Franche-Comté,25,Doubs,07F,Déchets verts et biodéchets,34699.04456
2009,27,Bourgogne-Franche-Comté,25,Doubs,07Z,Autres,180.95271
2009,27,Bourgogne-Franche-Comté,39,Jura,07A,Ordures ménagères résiduelles,54879.95745
2009,27,Bourgogne-Franche-Comté,39,Jura,07B,Déblais et gravats,7533.36
2009,27,Bourgogne-Franche-Comté,39,Jura,07C,Encombrants,12768.35
2009,27,Bourgogne-Franche-Comté,39,Jura,07D,Déchets dangereux (y.c. DEEE),2342.984
2009,27,Bourgogne-Franche-Comté,39,Jura,07E,Matériaux recyclables,39970.31349
2009,27,Bourgogne-Franche-Comté,39,Jura,07F,Déchets verts et biodéchets,18512.604
2009,27,Bourgogne-Franche-Comté,39,Jura,07Z,Autres,740.199
2009,27,Bourgogne-Franche-Comté,58,Nièvre,07A,Ordures ménagères résiduelles,52706.64385
2009,27,Bourgogne-Franche-Comté,58,Nièvre,07B,Déblais et gravats,10492.82808
2009,27,Bourgogne-Franche-Comté,58,Nièvre,07C,Encombrants,8373.90027
2009,27,Bourgogne-Franche-Comté,58,Nièvre,07D,Déchets dangereux (y.c. DEEE),2239.03642
2009,27,Bourgogne-Franche-Comté,58,Nièvre,07E,Matériaux recyclables,28469.92774
2009,27,Bourgogne-Franche-Comté,58,Nièvre,07F,Déchets verts et biodéchets,20135.53789
2009,27,Bourgogne-Franche-Comté,58,Nièvre,07Z,Autres,4074.51165
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,07A,Ordures ménagères résiduelles,56174.14644
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,07B,Déblais et gravats,13490.19313
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,07C,Encombrants,14889.83773
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,07D,Déchets dangereux (y.c. DEEE),2478.41082
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,07E,Matériaux recyclables,42326.00191
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,07F,Déchets verts et biodéchets,14404.10279
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,07Z,Autres,44.12342
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,07A,Ordures ménagères résiduelles,128157.23525
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,07B,Déblais et gravats,25370.10631
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,07C,Encombrants,8938.64589
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,07D,Déchets dangereux (y.c. DEEE),4905.71261
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,07E,Matériaux recyclables,76914.95513
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,07F,Déchets verts et biodéchets,52907.26362
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,07Z,Autres,27328.40474
2009,27,Bourgogne-Franche-Comté,89,Yonne,07A,Ordures ménagères résiduelles,106406.49632
2009,27,Bourgogne-Franche-Comté,89,Yonne,07B,Déblais et gravats,17758.64
2009,27,Bourgogne-Franche-Comté,89,Yonne,07C,Encombrants,18177.0815
2009,27,Bourgogne-Franche-Comté,89,Yonne,07D,Déchets dangereux (y.c. DEEE),3021.7635
2009,27,Bourgogne-Franche-Comté,89,Yonne,07E,Matériaux recyclables,31477.05133
2009,27,Bourgogne-Franche-Comté,89,Yonne,07F,Déchets verts et biodéchets,19260.68092
2009,27,Bourgogne-Franche-Comté,89,Yonne,07Z,Autres,16.582
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,07A,Ordures ménagères résiduelles,41201.9199
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,07B,Déblais et gravats,2215.57817
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,07C,Encombrants,5297.30272
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,07D,Déchets dangereux (y.c. DEEE),445.324
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,07E,Matériaux recyclables,12154.23921
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,07F,Déchets verts et biodéchets,9671.11012
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,07Z,Autres,4.85614
2009,53,Bretagne,22,Cotes-d'Armor,07A,Ordures ménagères résiduelles,158002.93221
2009,53,Bretagne,22,Cotes-d'Armor,07B,Déblais et gravats,36002.74167
2009,53,Bretagne,22,Cotes-d'Armor,07C,Encombrants,32423.66268
2009,53,Bretagne,22,Cotes-d'Armor,07D,Déchets dangereux (y.c. DEEE),7662.48727
2009,53,Bretagne,22,Cotes-d'Armor,07E,Matériaux recyclables,81251.99465
2009,53,Bretagne,22,Cotes-d'Armor,07F,Déchets verts et biodéchets,87286.45809
2009,53,Bretagne,22,Cotes-d'Armor,07Z,Autres,195.09221
2009,53,Bretagne,29,Finistère,07A,Ordures ménagères résiduelles,248509.99129
2009,53,Bretagne,29,Finistère,07B,Déblais et gravats,78275.49599
2009,53,Bretagne,29,Finistère,07C,Encombrants,64985.62823
2009,53,Bretagne,29,Finistère,07D,Déchets dangereux (y.c. DEEE),5034.71198
2009,53,Bretagne,29,Finistère,07E,Matériaux recyclables,113091.83859
2009,53,Bretagne,29,Finistère,07F,Déchets verts et biodéchets,194384.04082
2009,53,Bretagne,29,Finistère,07Z,Autres,1178.49895
2009,53,Bretagne,35,Ille-et-Vilaine,07A,Ordures ménagères résiduelles,221068.37652
2009,53,Bretagne,35,Ille-et-Vilaine,07B,Déblais et gravats,56832.59111
2009,53,Bretagne,35,Ille-et-Vilaine,07C,Encombrants,49847.14784
2009,53,Bretagne,35,Ille-et-Vilaine,07D,Déchets dangereux (y.c. DEEE),13921.51116
2009,53,Bretagne,35,Ille-et-Vilaine,07E,Matériaux recyclables,114558.0982
2009,53,Bretagne,35,Ille-et-Vilaine,07F,Déchets verts et biodéchets,85482.65476
2009,53,Bretagne,35,Ille-et-Vilaine,07Z,Autres,383.61849
2009,53,Bretagne,56,Morbihan,07A,Ordures ménagères résiduelles,181685.29079
2009,53,Bretagne,56,Morbihan,07B,Déblais et gravats,51870.08193
2009,53,Bretagne,56,Morbihan,07C,Encombrants,41873.25993
2009,53,Bretagne,56,Morbihan,07D,Déchets dangereux (y.c. DEEE),2095.65123
2009,53,Bretagne,56,Morbihan,07E,Matériaux recyclables,102048.89967
2009,53,Bretagne,56,Morbihan,07F,Déchets verts et biodéchets,92287.379
2009,53,Bretagne,56,Morbihan,07Z,Autres,17.40567
2009,24,Centre-Val de Loire,18,Cher,07A,Ordures ménagères résiduelles,81841.7175
2009,24,Centre-Val de Loire,18,Cher,07B,Déblais et gravats,14969.83615
2009,24,Centre-Val de Loire,18,Cher,07C,Encombrants,17318.07587
2009,24,Centre-Val de Loire,18,Cher,07D,Déchets dangereux (y.c. DEEE),854.70665
2009,24,Centre-Val de Loire,18,Cher,07E,Matériaux recyclables,36973.01438
2009,24,Centre-Val de Loire,18,Cher,07F,Déchets verts et biodéchets,26542.1351
2009,24,Centre-Val de Loire,18,Cher,07Z,Autres,838.25035
2009,24,Centre-Val de Loire,28,Eure-et-Loir,07A,Ordures ménagères résiduelles,117834.13951
2009,24,Centre-Val de Loire,28,Eure-et-Loir,07B,Déblais et gravats,26828.46437
2009,24,Centre-Val de Loire,28,Eure-et-Loir,07C,Encombrants,23663.00726
2009,24,Centre-Val de Loire,28,Eure-et-Loir,07D,Déchets dangereux (y.c. DEEE),2019.44981
2009,24,Centre-Val de Loire,28,Eure-et-Loir,07E,Matériaux recyclables,41488.63177
2009,24,Centre-Val de Loire,28,Eure-et-Loir,07F,Déchets verts et biodéchets,31764.84202
2009,24,Centre-Val de Loire,28,Eure-et-Loir,07Z,Autres,2494.99132
2009,24,Centre-Val de Loire,36,Indre,07A,Ordures ménagères résiduelles,49930.65372
2009,24,Centre-Val de Loire,36,Indre,07B,Déblais et gravats,7642.40011
2009,24,Centre-Val de Loire,36,Indre,07C,Encombrants,14606.37053
2009,24,Centre-Val de Loire,36,Indre,07D,Déchets dangereux (y.c. DEEE),1072.99812
2009,24,Centre-Val de Loire,36,Indre,07E,Matériaux recyclables,25290.0373
2009,24,Centre-Val de Loire,36,Indre,07F,Déchets verts et biodéchets,28921.72928
2009,24,Centre-Val de Loire,36,Indre,07Z,Autres,3.75
2009,24,Centre-Val de Loire,37,Indre-et-Loire,07A,Ordures ménagères résiduelles,148239.23244
2009,24,Centre-Val de Loire,37,Indre-et-Loire,07B,Déblais et gravats,28848.46062
2009,24,Centre-Val de Loire,37,Indre-et-Loire,07C,Encombrants,27236.9621
2009,24,Centre-Val de Loire,37,Indre-et-Loire,07D,Déchets dangereux (y.c. DEEE),2715.24059
2009,24,Centre-Val de Loire,37,Indre-et-Loire,07E,Matériaux recyclables,65877.38568
2009,24,Centre-Val de Loire,37,Indre-et-Loire,07F,Déchets verts et biodéchets,45258.2902
2009,24,Centre-Val de Loire,37,Indre-et-Loire,07Z,Autres,360.01032
2009,24,Centre-Val de Loire,41,Loir-et-Cher,07A,Ordures ménagères résiduelles,82919.77266
2009,24,Centre-Val de Loire,41,Loir-et-Cher,07B,Déblais et gravats,19571.94025
2009,24,Centre-Val de Loire,41,Loir-et-Cher,07C,Encombrants,23956.41711
2009,24,Centre-Val de Loire,41,Loir-et-Cher,07D,Déchets dangereux (y.c. DEEE),836.19209
2009,24,Centre-Val de Loire,41,Loir-et-Cher,07E,Matériaux recyclables,34719.16496
2009,24,Centre-Val de Loire,41,Loir-et-Cher,07F,Déchets verts et biodéchets,30872.1097
2009,24,Centre-Val de Loire,41,Loir-et-Cher,07Z,Autres,5.97402
2009,24,Centre-Val de Loire,45,Loiret,07A,Ordures ménagères résiduelles,171335.09663
2009,24,Centre-Val de Loire,45,Loiret,07B,Déblais et gravats,35453.98964
2009,24,Centre-Val de Loire,45,Loiret,07C,Encombrants,38350.7073
2009,24,Centre-Val de Loire,45,Loiret,07D,Déchets dangereux (y.c. DEEE),2981.47609
2009,24,Centre-Val de Loire,45,Loiret,07E,Matériaux recyclables,73735.30362
2009,24,Centre-Val de Loire,45,Loiret,07F,Déchets verts et biodéchets,49964.34341
2009,24,Centre-Val de Loire,45,Loiret,07Z,Autres,1581.18758
2009,94,Corse,2A,Corse-du-Sud,07A,Ordures ménagères résiduelles,72034.68269
2009,94,Corse,2A,Corse-du-Sud,07B,Déblais et gravats,9227.89
2009,94,Corse,2A,Corse-du-Sud,07C,Encombrants,4020.7474
2009,94,Corse,2A,Corse-du-Sud,07D,Déchets dangereux (y.c. DEEE),870.43147
2009,94,Corse,2A,Corse-du-Sud,07E,Matériaux recyclables,7132.95026
2009,94,Corse,2A,Corse-du-Sud,07F,Déchets verts et biodéchets,1728.6651
2009,94,Corse,2A,Corse-du-Sud,07Z,Autres,10.49
2009,94,Corse,2B,Haute-Corse,07A,Ordures ménagères résiduelles,72086.76157
2009,94,Corse,2B,Haute-Corse,07B,Déblais et gravats,7599.342
2009,94,Corse,2B,Haute-Corse,07C,Encombrants,7427.4746
2009,94,Corse,2B,Haute-Corse,07D,Déchets dangereux (y.c. DEEE),205.56253
2009,94,Corse,2B,Haute-Corse,07E,Matériaux recyclables,9565.92158
2009,94,Corse,2B,Haute-Corse,07F,Déchets verts et biodéchets,4682.92489
2009,94,Corse,2B,Haute-Corse,07Z,Autres,1.73
2009,97,Dom-Com,971,Guadeloupe,07A,Ordures ménagères résiduelles,171982.99743
2009,97,Dom-Com,971,Guadeloupe,07B,Déblais et gravats,213.33
2009,97,Dom-Com,971,Guadeloupe,07C,Encombrants,10713.784
2009,97,Dom-Com,971,Guadeloupe,07D,Déchets dangereux (y.c. DEEE),283.31
2009,97,Dom-Com,971,Guadeloupe,07E,Matériaux recyclables,9944.46133
2009,97,Dom-Com,971,Guadeloupe,07F,Déchets verts et biodéchets,11808.994
2009,97,Dom-Com,971,Guadeloupe,07Z,Autres,1
2009,97,Dom-Com,972,Martinique,07A,Ordures ménagères résiduelles,130032.95
2009,97,Dom-Com,972,Martinique,07B,Déblais et gravats,585.44
2009,97,Dom-Com,972,Martinique,07C,Encombrants,32679.55
2009,97,Dom-Com,972,Martinique,07D,Déchets dangereux (y.c. DEEE),257.3
2009,97,Dom-Com,972,Martinique,07E,Matériaux recyclables,4096.612
2009,97,Dom-Com,972,Martinique,07F,Déchets verts et biodéchets,12928.86
2009,97,Dom-Com,972,Martinique,07Z,Autres,267.01
2009,97,Dom-Com,973,Guyane,07A,Ordures ménagères résiduelles,75005.30378
2009,97,Dom-Com,973,Guyane,07B,Déblais et gravats,251.16
2009,97,Dom-Com,973,Guyane,07C,Encombrants,16575.63699
2009,97,Dom-Com,973,Guyane,07D,Déchets dangereux (y.c. DEEE),38.05099
2009,97,Dom-Com,973,Guyane,07E,Matériaux recyclables,1141.84841
2009,97,Dom-Com,973,Guyane,07F,Déchets verts et biodéchets,432.24999
2009,97,Dom-Com,974,Réunion,07A,Ordures ménagères résiduelles,239385.97
2009,97,Dom-Com,974,Réunion,07B,Déblais et gravats,5513.54
2009,97,Dom-Com,974,Réunion,07C,Encombrants,70358.66
2009,97,Dom-Com,974,Réunion,07D,Déchets dangereux (y.c. DEEE),1763.82935
2009,97,Dom-Com,974,Réunion,07E,Matériaux recyclables,36218.88945
2009,97,Dom-Com,974,Réunion,07F,Déchets verts et biodéchets,113309.4
2009,97,Dom-Com,974,Réunion,07Z,Autres,779
2009,97,Dom-Com,977,Saint-Barthélemy,07A,Ordures ménagères résiduelles,9518
2009,97,Dom-Com,977,Saint-Barthélemy,07D,Déchets dangereux (y.c. DEEE),134.9
2009,97,Dom-Com,977,Saint-Barthélemy,07E,Matériaux recyclables,2791
2009,97,Dom-Com,977,Saint-Barthélemy,07F,Déchets verts et biodéchets,1996
2009,97,Dom-Com,977,Saint-Barthélemy,07Z,Autres,127
2009,97,Dom-Com,978,Saint-Martin,07A,Ordures ménagères résiduelles,15342
2009,97,Dom-Com,978,Saint-Martin,07C,Encombrants,13000
2009,97,Dom-Com,978,Saint-Martin,07E,Matériaux recyclables,546
2009,97,Dom-Com,978,Saint-Martin,07F,Déchets verts et biodéchets,4539
2009,44,Grand-Est,08,Ardennes,07A,Ordures ménagères résiduelles,82993.93432
2009,44,Grand-Est,08,Ardennes,07B,Déblais et gravats,9601.77999
2009,44,Grand-Est,08,Ardennes,07C,Encombrants,14931.1
2009,44,Grand-Est,08,Ardennes,07D,Déchets dangereux (y.c. DEEE),1629.47798
2009,44,Grand-Est,08,Ardennes,07E,Matériaux recyclables,33181.87718
2009,44,Grand-Est,08,Ardennes,07F,Déchets verts et biodéchets,14542.71
2009,44,Grand-Est,08,Ardennes,07Z,Autres,104.29
2009,44,Grand-Est,10,Aube,07A,Ordures ménagères résiduelles,91337.87574
2009,44,Grand-Est,10,Aube,07B,Déblais et gravats,12512.74553
2009,44,Grand-Est,10,Aube,07C,Encombrants,16182.25677
2009,44,Grand-Est,10,Aube,07D,Déchets dangereux (y.c. DEEE),1475.85898
2009,44,Grand-Est,10,Aube,07E,Matériaux recyclables,28559.45087
2009,44,Grand-Est,10,Aube,07F,Déchets verts et biodéchets,20994.90011
2009,44,Grand-Est,10,Aube,07Z,Autres,1570.64794
2009,44,Grand-Est,51,Marne,07A,Ordures ménagères résiduelles,150194.31726
2009,44,Grand-Est,51,Marne,07B,Déblais et gravats,22133.9843
2009,44,Grand-Est,51,Marne,07C,Encombrants,38324.63369
2009,44,Grand-Est,51,Marne,07D,Déchets dangereux (y.c. DEEE),2489.09128
2009,44,Grand-Est,51,Marne,07E,Matériaux recyclables,62891.82406
2009,44,Grand-Est,51,Marne,07F,Déchets verts et biodéchets,32052.20788
2009,44,Grand-Est,51,Marne,07Z,Autres,23.41827
2009,44,Grand-Est,52,Haute-Marne,07A,Ordures ménagères résiduelles,53191.16692
2009,44,Grand-Est,52,Haute-Marne,07B,Déblais et gravats,7025.07744
2009,44,Grand-Est,52,Haute-Marne,07C,Encombrants,10221.45788
2009,44,Grand-Est,52,Haute-Marne,07D,Déchets dangereux (y.c. DEEE),1183.49288
2009,44,Grand-Est,52,Haute-Marne,07E,Matériaux recyclables,18668.96032
2009,44,Grand-Est,52,Haute-Marne,07F,Déchets verts et biodéchets,8246.00192
2009,44,Grand-Est,52,Haute-Marne,07Z,Autres,0.007960
2009,44,Grand-Est,54,Meurthe-et-Moselle,07A,Ordures ménagères résiduelles,215342.68789
2009,44,Grand-Est,54,Meurthe-et-Moselle,07B,Déblais et gravats,30727.65398
2009,44,Grand-Est,54,Meurthe-et-Moselle,07C,Encombrants,41157.18715
2009,44,Grand-Est,54,Meurthe-et-Moselle,07D,Déchets dangereux (y.c. DEEE),4062.99527
2009,44,Grand-Est,54,Meurthe-et-Moselle,07E,Matériaux recyclables,75086.60712
2009,44,Grand-Est,54,Meurthe-et-Moselle,07F,Déchets verts et biodéchets,32828.92291
2009,44,Grand-Est,54,Meurthe-et-Moselle,07Z,Autres,13.75616
2009,44,Grand-Est,55,Meuse,07A,Ordures ménagères résiduelles,51569.32042
2009,44,Grand-Est,55,Meuse,07B,Déblais et gravats,4263.05391
2009,44,Grand-Est,55,Meuse,07C,Encombrants,11880.66371
2009,44,Grand-Est,55,Meuse,07D,Déchets dangereux (y.c. DEEE),757.32476
2009,44,Grand-Est,55,Meuse,07E,Matériaux recyclables,18277.43638
2009,44,Grand-Est,55,Meuse,07F,Déchets verts et biodéchets,6042.28529
2009,44,Grand-Est,55,Meuse,07Z,Autres,204.94815
2009,44,Grand-Est,57,Moselle,07A,Ordures ménagères résiduelles,325123.13456
2009,44,Grand-Est,57,Moselle,07B,Déblais et gravats,64745.13316
2009,44,Grand-Est,57,Moselle,07C,Encombrants,57170.58719
2009,44,Grand-Est,57,Moselle,07D,Déchets dangereux (y.c. DEEE),5853.04737
2009,44,Grand-Est,57,Moselle,07E,Matériaux recyclables,115749.20099
2009,44,Grand-Est,57,Moselle,07F,Déchets verts et biodéchets,50585.31899
2009,44,Grand-Est,57,Moselle,07Z,Autres,35.92139
2009,44,Grand-Est,67,Bas-Rhin,07A,Ordures ménagères résiduelles,293269.04098
2009,44,Grand-Est,67,Bas-Rhin,07B,Déblais et gravats,50052.677
2009,44,Grand-Est,67,Bas-Rhin,07C,Encombrants,57043.21673
2009,44,Grand-Est,67,Bas-Rhin,07D,Déchets dangereux (y.c. DEEE),7324.07457
